gene,chr
RP11-767N6.3,1
RP11-767N6.2,1
TMEM69,1
IPP,1
RP11-767N6.7,1
RP11-630I5.1,1
MAST2,1
RP11-735A5.1,1
PIK3R3,1
RP4-533D7.6,1
RP4-533D7.4,1
RP4-533D7.3,1
RP4-533D7.5,1
TSPAN1,1
RP11-322N21.2,1
POMGNT1,1
LURAP1,1
RAD54L,1
LRRC41,1
UQCRH,1
NSUN4,1
RP4-603I14.3,1
FAAH,1
RP5-1109J22.1,1
RP5-1109J22.2,1
DMBX1,1
RP11-49P4.7,1
MKNK1-AS1,1
KNCN,1
MKNK1,1
MOB3C,1
ATPAF1,1
RP11-8J9.1,1
TEX38,1
RP11-8J9.4,1
EFCAB14,1
RP11-8J9.5,1
CYP4B1,1
RP4-732G19.2,1
RP11-346M5.1,1
CYP4A11,1
RP11-346M5.6,1
RP11-346M5.5,1
RP11-346M5.4,1
RP11-346M5.3,1
CYP4X1,1
CYP4Z1,1
RP11-184J23.2,1
RP1-18D14.3,1
CYP4A22,1
RP1-18D14.2,1
RP1-18D14.4,1
PDZK1IP1,1
TAL1,1
RP1-18D14.7,1
STIL,1
CMPK1,1
RP11-511I2.2,1
FOXE3,1
FOXD2-AS1,1
FOXD2,1
RP4-666O22.3,1
RP4-666O22.1,1
RP4-666O22.2,1
RP11-543D5.1,1
TRABD2B,1
RP11-543D5.2,1
RP11-330M19.1,1
RP4-683M8.2,1
RP11-193P11.3,1
RP11-193P11.1,1
SKINT1L,1
RP5-1024N4.6,1
RP5-1024N4.2,1
SLC5A9,1
RP5-1024N4.4,1
RP5-1024N4.5,1
SPATA6,1
RP11-252A4.2,1
RNU6-723P,1
RP11-329A14.1,1
RNU4-61P,1
RP11-329A14.2,1
AGBL4,1
BEND5,1
RP11-141A19.1,1
RP11-141A19.2,1
RP4-795A5.1,1
RP5-926E3.1,1
RP5-1092E23.1,1
RP11-93G23.2,1
RP11-93G23.1,1
ELAVL4,1
RP11-492I2.1,1
RP11-567C20.2,1
RP11-567C20.3,1
RP11-567C20.5,1
RP11-567C20.4,1
RP11-183G22.1,1
RP11-183G22.2,1
RP11-183G22.3,1
DMRTA2,1
RP5-850O15.3,1
FAF1,1
RP5-850O15.4,1
RNU6-1026P,1
RP11-220M1.1,1
RP11-220M1.2,1
CDKN2C,1
MIR4421,1
MIR6500,1
C1orf185,1
CFLP2,1
RP11-296A18.3,1
RNF11,1
RP11-296A18.5,1
RP11-296A18.6,1
TTC39A,1
RP11-275F13.1,1
EPS15,1
RP11-275F13.3,1
RNU6-877P,1
RP11-253A20.1,1
RP11-191G24.1,1
RNU6-1281P,1
RP11-191G24.2,1
OSBPL9,1
RP4-657D16.4,1
RP4-657D16.5,1
RF00568,20
NRDC,1
RP4-657D16.3,1
RP4-657D16.6,1
MIR761,1
RP11-470H9.1,1
RAB3B,1
RNA5SP48,1
RP11-91A18.1,1
RN7SL290P,1
TXNDC12,1
KTI12,1
RP11-91A18.4,1
RP11-91A18.5,1
BTF3L4,1
ZFYVE9,1
RN7SL788P,1
RP4-800M22.1,1
RP4-800M22.2,1
RP4-800M22.3,1
RP4-800M22.4,1
RP4-814E15.1,1
RP4-814E15.2,1
CC2D1B,1
RP11-155O18.6,1
RP11-155O18.3,1
ORC1,1
PRPF38A,1
ZCCHC11,1
RP11-25O10.2,1
RP11-25O10.1,1
GPX7,1
FAM159A,1
COA7,1
RP11-159C21.3,1
RN7SL62P,1
ZYG11B,1
RNU2-30P,1
RP11-159C21.4,1
RNU6-969P,1
ZYG11A,1
RP4-631H13.2,1
ECHDC2,1
RP4-631H13.6,1
RP4-631H13.4,1
SCP2,1
MIR1273F,1
MIR5095,1
MIR1273G,1
RP4-631H13.5,1
RP11-334A14.2,1
RP11-334A14.3,1
PODN,1
RP11-334A14.5,1
RP11-334A14.6,1
SLC1A7,1
RP11-334A14.8,1
RP5-1024G6.9,1
CPT2,1
RP5-1024G6.2,1
C1orf123,1
RP5-1024G6.7,1
MAGOH,1
RP5-1024G6.5,1
LRP8,1
RP4-784A16.1,1
RP4-784A16.2,1
RP4-784A16.3,1
RP4-784A16.4,1
RP4-784A16.5,1
RP11-117D22.1,1
RP11-117D22.2,1
RP4-796B4.1,1
DMRTB1,1
GLIS1,1
RNU7-95P,1
NDC1,1
RF00418,1
RP4-654H19.2,1
YIPF1,1
DIO1,1
HSPB11,1
LRRC42,1
RP1-167A19.5,1
LDLRAD1,1
TMEM59,1
RP4-758J24.6,1
TCEANC2,1
MIR4781,1
RP4-758J24.4,1
AL353898.2,1
RP11-446E24.4,1
CDCP2,1
RP11-446E24.3,1
CYB5RL,1
MRPL37,1
SSBP3,1
SSBP3-AS1,1
RP5-997D24.3,1
RP4-705F19.1,1
RP5-866L20.1,1
RP5-866L20.2,1
RP5-866L20.3,1
ACOT11,1
FAM151A,1
RP11-240D10.4,1
MROH7,1
MROH7-TTC4,1
TTC4,1
PARS2,1
TTC22,1
RP11-67L3.2,1
LEXM,1
DHCR24,1
RP11-67L3.5,1
RP11-67L3.4,1
RP11-12C17.3,1
TMEM61,1
RP11-12C17.2,1
BSND,1
PCSK9,1
USP24,1
RP11-101C11.1,1
RP11-109I2.3,1
MIR4422,1
RP11-90C4.1,1
GOT2L1,1
RP4-633H17.2,1
RN7SKP291,1
RNU6-830P,1
RP11-90C4.2,1
RP11-90C4.4,1
RP11-90C4.3,1
RP1-158P9.1,1
RP1-158P9.2,1
RP1-158P9.3,1
RP4-710M16.1,1
RP4-710M16.2,1
PLPP3,1
RP11-213P13.1,1
RP11-377K22.3,1
RP11-377K22.2,1
PRKAA2,1
C1orf168,1
RP11-378I13.1,1
C8A,1
C8B,1
RP5-1103B4.3,1
DAB1,1
RP6-102O10.1,1
RP11-243M12.1,1
RP4-737A23.2,1
HNRNPA1P6,1
RP11-393I23.2,1
RP11-393I23.4,1
RP11-393I23.3,1
RP11-414C16.1,1
OMA1,1
RP4-592A1.4,1
RN7SL713P,1
TACSTD2,1
RP4-592A1.2,1
MYSM1,1
RP11-63G10.4,1
JUN,1
RP4-794H19.2,1
RP11-63G10.3,1
RP11-63G10.2,1
RP4-794H19.1,1
RP4-794H19.4,1
RP4-794H19.3,1
RP11-145M4.1,1
RP11-145M4.2,1
RP11-470E16.1,1
RP11-467C18.1,1
FGGY,1
MIR4711,1
RP4-782L23.2,1
HOOK1,1
CYP2J2,1
RN7SL475P,1
C1orf87,1
RP11-575B7.2,1
RP11-575B7.3,1
RP11-776H12.1,1
RP11-436K8.1,1
NFIA,1
RP4-668G5.1,1
RP4-802A10.1,1
RP5-833A20.1,1
RP11-430G17.4,1
RP11-430G17.1,1
TM2D1,1
RP11-430G17.3,1
PATJ,1
RNU6-414P,1
RNU6-1177P,1
HBXIPL,1
RN7SL180P,1
MIR3116-1,1
MIR3116-2,1
RP5-1155K23.2,1
RP5-1155K23.1,1
L1TD1,1
RP5-1155K23.4,1
KANK4,1
RNU6-371P,1
USP1,1
DOCK7,1
RP11-293K19.1,1
ANGPTL3,1
RP5-849H19.3,1
RP5-849H19.2,1
RP11-230B22.1,1
ATG4C,1
RP4-771M4.3,1
RP4-771M4.2,1
RP11-5P4.1,1
RP11-5P4.2,1
RP11-5P4.3,1
RP11-335E6.2,1
LINC00466,1
RNA5SP49,1
RP11-335E6.3,1
AL138935.1,1
RP4-792G4.2,1
FOXD3,1
MIR6068,1
RP4-792G4.3,1
ALG6,1
ITGB3BP,1
EFCAB7,1
RN7SL488P,1
RNU7-123P,1
DLEU2L,1
RF02110,13
RF02109,13
RF02108,13
RF02107,13
RF02106,13
RF02105,13
PGM1,1
RN7SL130P,1
ROR1,1
RP4-597J3.1,1
CFLP3,1
RNU6-809P,1
RP11-24J23.2,1
RP11-24J23.3,1
UBE2U,1
RNU7-62P,1
CACHD1,1
MIR4794,1
RAVER2,1
JAK1,1
RP11-182I10.1,1
RP11-182I10.2,1
RP11-182I10.3,1
RP11-182I10.4,1
RP4-535B20.4,1
RNU6-1176P,1
MIR3671,1
MIR101-1,1
RP4-535B20.1,1
RP4-535B20.2,1
RP4-535B20.3,1
AK4,1
RP4-700A9.1,1
DNAJC6,1
RP5-1044H5.1,1
RP5-1044H5.2,1
RNU2-15P,1
LEPROT,1
LEPR,1
RP4-630A11.3,1
RP11-430H12.2,1
RP11-433N2.1,1
RN7SL854P,1
PDE4B,1
RP11-397C12.1,1
RNU4-88P,1
SGIP1,1
MIR3117,1
RP4-598P13.1,1
TCTEX1D1,1
INSL5,1
WDR78,1
RP11-342H21.2,1
MIER1,1
SLC35D1,1
C1orf141,1
RF00322,X
RP4-547N15.3,1
IL23R,1
RNU6-586P,1
RNU4ATAC4P,1
RP11-131O15.2,1
IL12RB2,1
SERBP1,1
RNU6-387P,1
RP11-393N21.2,1
RNU6-1031P,1
RP11-393N21.1,1
RN7SL392P,1
RP5-817C23.1,1
GADD45A,1
GNG12,1
RNU7-80P,1
RP11-518D3.1,1
RP4-609E1.2,1
DIRAS3,1
RP4-609E1.3,1
WLS,1
RP11-518D3.3,1
MIR1262,1
RP11-518D3.4,1
RP4-740O15.1,1
RP5-1033K19.1,1
RP5-1033K19.2,1
RPE65,1
DEPDC1,1
RP4-694A7.2,1
RP4-694A7.4,1
RP4-694A7.3,1
RP4-629B2.1,1
RP11-520E6.1,1
RP11-520E6.2,1
RP11-424D14.1,1
RP11-74K19.1,1
RP3-380B4.1,1
LRRC7,1
RP11-379C1.1,1
RN7SL538P,1
PIN1L,1
RP11-181B18.1,1
LRRC40,1
RN7SL242P,1
SRSF11,1
RP4-677H15.4,1
ANKRD13C,1
HHLA3,1
RP11-180O5.2,1
CTH,1
RP11-42O15.3,1
RP11-42O15.2,1
RP11-428K13.1,1
RP5-952N6.1,1
RP11-99H8.1,1
PTGER3,1
RP3-333A15.1,1
RP3-333A15.2,1
RP11-108P2.1,1
ZRANB2,1
MIR186,1
RP11-316C12.2,1
RP11-115M14.1,1
NEGR1,1
RP11-82L20.1,1
RP11-175G14.2,1
RP11-175G14.1,1
RP5-1017O19.1,1
RP11-292O17.1,1
RNU6-1246P,1
RP4-660H19.1,1
RP11-262K1.1,1
RP11-25L19.1,1
RP11-438I12.1,1
RN7SKP19,1
RP4-598G3.1,1
RP4-788P17.1,1
RNA5SP50,1
RNU4ATAC8P,1
LRRIQ3,1
FPGT,1
FPGT-TNNI3K,1
TNNI3K,1
RP11-439H8.4,1
RP4-650F12.2,1
LRRC53,1
ERICH3,1
RP4-612J11.1,1
RP11-17E13.2,1
CRYZ,1
TYW3,1
RP11-93N20.1,1
RP11-510C10.4,1
RP11-510C10.2,1
LHX8,1
RP11-510C10.3,1
RNU6-622P,1
SLC44A5,1
RP11-87O11.1,1
RNU6-503P,1
RP4-595K12.1,1
RP4-595K12.2,1
RP4-682C21.5,1
ACADM,1
RP4-682C21.2,1
RABGGTB,1
SNORD45C,1
SNORD45A,1
SNORD45B,1
MSH4,1
ASB17,1
RP11-550H2.1,1
RP11-550H2.2,1
ST6GALNAC3,1
RP11-335E14.1,1
RP5-1102E8.3,1
RP5-1102E8.2,1
RNU6-161P,1
RP11-415A20.1,1
ST6GALNAC5,1
MIR7156,1
RP4-564M11.2,1
PIGK,1
RP4-706A16.3,1
RP11-363H12.1,1
AK5,1
RP11-375A5.1,1
RNU7-8P,1
ZZZ3,1
RNA5SP20,1
RN7SL370P,1
USP33,1
RP4-706L14.2,1
MIGA1,1
RNA5SP21,1
RP11-181C21.4,1
RP11-181C21.5,1
RP11-181C21.6,1
NEXN-AS1,1
NEXN,1
FUBP1,1
DNAJB4,1
GIPC2,1
RP11-386I14.4,1
RP11-386I14.2,1
RNU6-1102P,1
RP11-386I14.3,1
RNA5SP22,1
RP11-472F19.2,1
RP11-183M13.1,1
PTGFR,1
RP11-472F19.1,1
RNA5SP23,1
IFI44L,1
IFI44,1
RP4-641G12.3,1
RP4-641G12.4,1
ADGRL4,1
RP11-548C21.1,1
RP4-726F1.2,1
RP4-726F1.1,1
RP4-726F1.3,1
ADH5P2,1
RP11-466L22.1,1
RP11-339A11.1,1
RP11-339A11.2,1
RP11-339A11.3,1
RP11-320E2.1,1
RP11-339D23.1,1
RP11-115A15.3,1
RP11-115A15.4,1
RP11-115A15.2,1
RP5-933B4.1,1
RP5-887A10.1,1
RP11-2B19.1,1
RP5-831K15.1,1
RP11-432D22.1,1
RP3-445O10.1,1
RN7SKP247,1
ADGRL2,1
RP11-159J16.1,1
RP5-837I24.1,1
RP5-837I24.6,1
RP5-837I24.2,1
RP5-837I24.3,1
RP5-837I24.4,1
RP5-837I24.5,1
RP11-100D1.1,1
RP11-147G16.1,1
RP4-601K24.1,1
RP11-170N11.1,1
RP11-413G15.1,1
RP11-475O6.1,1
RP5-836J3.1,1
TTLL7,1
RP4-552O12.2,1
RP4-552O12.1,1
RP4-552O12.3,1
RP11-486G15.2,1
PRKACB,1
RP11-486G15.1,1
RP11-82H13.2,1
RF00410,6
SAMD13,1
RP11-376N17.4,1
UOX,1
DNASE2B,1
RP11-275B14.1,1
RPF1,1
GNG5,1
SPATA1,1
CTBS,1
RP11-118B23.6,1
RP11-118B23.7,1
C1orf180,1
RP11-484D4.3,1
SSX2IP,1
RP4-604P14.2,1
LPAR3,1
MCOLN2,1
WDR63,1
MCOLN3,1
MIR4423,1
RP11-33E12.2,1
SYDE2,1
C1orf52,1
BCL10,1
RP11-131L23.1,1
DDAH1,1
RP11-131L23.2,1
RP4-621F18.2,1
RP11-290M5.4,1
CYR61,1
RF00136,7
RP11-290M5.2,1
ZNHIT6,1
COL24A1,1
RNA5SP51,1
RP4-682E18.1,1
RP5-977L11.2,1
ODF2L,1
MIR7856,1
RP11-444C12.1,1
CLCA2,1
CLCA1,1
CLCA4,1
RP4-651E10.3,1
RP4-651E10.4,1
CLCA3P,1
RP4-612B15.3,1
SH3GLB1,1
RP4-612B15.2,1
RP11-277G24.1,1
SEP15,1
HS2ST1,1
RP4-604K5.3,1
RP5-1052I5.2,1
RP11-384B12.2,1
RP11-384B12.3,1
RP5-1052I5.1,1
RP5-1043L3.1,1
LMO4,1
RP4-544H6.2,1
RNA5SP52,1
RP11-76N22.2,1
RP11-60A14.1,1
CTA-21C21.1,1
RN7SL583P,1
RP11-76N22.1,1
RP11-76N22.3,1
PKN2,1
RNU6-125P,1
RP5-905H16.2,1
GTF2B,1
RP11-82K18.2,1
CCBL2,1
RBMXL1,1
GBP3,1
GBP1,1
RP5-838N20.6,1
GBP2,1
GBP7,1
GBP4,1
RP4-620F22.3,1
RP5-838N20.5,1
GBP5,1
RP4-620F22.2,1
RP5-908D6.3,1
RP5-908D6.1,1
GBP6,1
RP4-644F6.2,1
RP4-644F6.3,1
LRRC8B,1
RP5-1007M22.2,1
RP11-413E1.4,1
LRRC8C,1
RP11-302M6.4,1
RP11-413E1.2,1
RP5-943J3.1,1
RP5-943J3.2,1
LRRC8D,1
RP11-302M6.5,1
RN7SKP272,1
RP11-302M6.3,1
ZNF326,1
RNU6-695P,1
RP5-827O9.1,1
SNORD3G,1
BARHL2,1
RP4-665J23.1,1
RP4-665J23.2,1
RP4-665J23.4,1
RP4-665J23.3,1
ZNF644,1
RP5-924G13.2,1
HFM1,1
RP11-539G11.2,1
CDC7,1
RP11-47K11.2,1
RP11-91I11.1,1
RP5-865M20.1,1
TGFBR3,1
RN7SL653P,1
BRDT,1
EPHX4,1
RP4-621B10.2,1
SETSIP,1
BTBD8,1
RP4-621B10.5,1
RP4-621B10.6,1
RP4-621B10.8,1
RP4-775D17.1,1
C1orf146,1
RP11-163M2.1,1
GLMN,1
RPAP2,1
RN7SL824P,1
GFI1,1
EVI5,1
RP4-593M8.1,1
RP11-330C7.2,1
RNU4-59P,1
RP11-330C7.3,1
RP11-330C7.4,1
RP11-330C7.1,1
RPL5,1
FAM69A,1
SNORD21,1
SNORA66,1
RF00432,21
RP11-386I23.1,1
RNU6-970P,1
RN7SL692P,1
RNU6-210P,1
RN7SKP123,1
MTF2,1
TMED5,1
CCDC18,1
RP4-612C19.1,1
RP4-612C19.2,1
RP4-717I23.3,1
RP4-717I23.2,1
DR1,1
RP4-713B5.2,1
FNBP1L,1
RNA5SP53,1
BCAR3,1
RP5-1033H22.2,1
RP11-488P3.1,1
MIR760,1
RP4-561L24.3,1
DNTTIP2,1
GCLM,1
RP5-837O21.9,1
RP5-837O21.7,1
RP5-837O21.6,1
RP5-837O21.5,1
RP5-837O21.4,1
RP5-837O21.8,1
RP5-837O21.3,1
RP5-837O21.1,1
RP5-837O21.2,1
ABCA4,1
RP11-78O9.1,1
ARHGAP29,1
RN7SL440P,1
RP11-148B18.1,1
RP11-148B18.2,1
RP11-148B18.4,1
RP11-366L18.1,1
ABCD3,1
F3,1
RP11-86H7.6,1
RP11-86H7.1,1
RP11-86H7.3,1
MIR378G,1
SLC44A3,1
CNN3,1
RP4-639F20.1,1
ALG14,1
RP11-313A24.1,1
TMEM56,1
TMEM56-RWDD3,1
RP11-57H12.2,1
RP11-57H12.3,1
RWDD3,1
RP11-57H12.5,1
RP4-586O15.1,1
RP11-14O19.1,1
RP11-14O19.2,1
RP4-617C6.1,1
RP11-286B14.1,1
RP11-286B14.2,1
RP11-147C23.1,1
RNU1-130P,1
RP5-898J17.1,1
RP4-736I12.1,1
RP4-736I12.2,1
EEF1AL9,1
RN7SL831P,1
RP5-871P9.1,1
RP11-122C9.1,1
RN7SKP270,1
PTBP2,1
DPYD,1
RP11-526F14.1,1
RP11-359C24.1,1
RP11-145D11.2,1
RP11-145D11.1,1
RP11-272L13.2,1
RP11-272L13.1,1
RP11-272L13.4,1
MIR137HG,1
RP11-490G2.2,1
MIR2682,1
MIR137,1
RP4-672J20.1,1
RP5-1070A16.1,1
RP11-296E3.2,1
SNX7,1
PLPPR5,1
RP5-896L10.1,1
RP11-234N17.1,1
PLPPR4,1
RP4-735N21.1,1
RP11-413P11.1,1
PALMD,1
RP4-684L20.2,1
FRRS1,1
RNU4-75P,1
RP4-581O6.1,1
AGL,1
RP5-884G6.2,1
SLC35A3,1
RP4-714D9.5,1
RNU6-750P,1
RNU6-1318P,1
MFSD14A,1
RP4-714D9.2,1
SASS6,1
RP4-714D9.4,1
TRMT13,1
LRRC39,1
DBT,1
RP11-305E17.7,1
RP11-305E17.5,1
RP11-305E17.4,1
RP11-305E17.6,1
RTCA,1
MIR553,1
RP5-837M10.1,1
RP5-837M10.2,1
CDC14A,1
RP5-837M10.3,1
RP5-837M10.4,1
GPR88,1
RP11-84O12.2,1
RP11-84O12.4,1
RP11-84O12.3,1
VCAM1,1
EXTL2,1
RP4-549L20.3,1
SLC30A7,1
RP4-549L20.2,1
DPH5,1
RP11-421L21.2,1
RP11-421L21.3,1
RP5-1033H2.1,1
RP4-575N6.4,1
S1PR1,1
RP4-575N6.5,1
RP4-575N6.2,1
RP4-575N6.3,1
RP11-157N3.1,1
RP11-411H5.1,1
RNU6-965P,1
RP11-556K13.1,1
OLFM3,1
RNU6-352P,1
RP11-82O2.2,1
RP11-82O2.1,1
RP11-202K23.1,1
RP5-936J12.1,1
COL11A1,1
RP11-34I24.1,1
RP11-153F1.2,1
RP11-153F1.1,1
RN7SKP285,1
RNPC3,1
AMY2B,1
RP5-1108M17.2,1
AMY2A,1
AMY1A,1
RP5-1108M17.5,1
AMY1B,1
AMYP1,1
AMY1C,1
RP11-97C18.1,1
RP11-364B6.2,1
RP11-364B6.3,1
RP11-414B7.1,1
RP11-251P6.1,1
RP11-123D12.1,1
RP11-90H3.2,1
RP11-90H3.1,1
RP11-24P14.1,1
RP5-947P14.1,1
RP5-947P14.2,1
RP11-478L17.1,1
RP11-110F24.1,1
RP11-233E12.4,1
RP11-233E12.2,1
RP11-233E12.1,1
PRMT6,1
NTNG1,1
RP11-270C12.3,1
VAV3,1
MIR7852,1
RP11-356N1.1,1
RP11-356N1.2,1
SLC25A24,1
RP11-483I13.5,1
RP11-483I13.6,1
NBPF4,1
RP11-483I13.2,1
RP11-483I13.3,1
NBPF5P,1
RP11-242D10.2,1
RP11-131J3.1,1
NBPF6,1
RP5-964H19.4,1
RP5-964H19.1,1
RP5-964H19.2,1
FAM102B,1
HENMT1,1
PRPF38B,1
FNDC7,1
RP11-293A10.3,1
STXBP3,1
RP11-475E11.2,1
AKNAD1,1
RP11-475E11.9,1
RP11-475E11.5,1
GPSM2,1
CLCC1,1
WDR47,1
RP5-1065J22.2,1
RP11-20O24.4,1
RP11-20O24.1,1
RP11-20O24.2,1
TAF13,1
RP5-1065J22.8,1
TMEM167B,1
SCARNA2,1
RP5-1065J22.4,1
C1orf194,1
KIAA1324,1
SARS,1
CELSR2,1
PSRC1,1
MYBPHL,1
SORT1,1
PSMA5,1
SYPL2,1
ATXN7L2,1
CYB561D1,1
AMIGO1,1
GPR61,1
RP5-1160K1.8,1
GNAI3,1
RNU6V,1
RP5-1160K1.3,1
MIR197,1
GNAT2,1
AMPD2,1
RP5-1160K1.6,1
RP5-1160K1.1,1
GSTM4,1
GSTM2,1
GSTM1,1
AC000032.2,1
GSTM5,1
RP4-735C1.4,1
GSTM3,1
EPS8L3,1
RP4-735C1.5,1
RP4-735C1.6,1
RP11-195M16.1,1
RP11-195M16.3,1
CSF1,1
AHCYL1,1
STRIP1,1
RP4-773N10.4,1
ALX3,1
RP4-773N10.6,1
UBL4B,1
SLC6A17,1
RP5-1028L10.1,1
RP5-1028L10.2,1
RP5-1003J2.3,1
KCNC4,1
RP5-1003J2.4,1
RF00402,X
RP5-1074L1.1,1
RBM15,1
RP11-225L12.2,1
SLC16A4,1
RP5-1074L1.4,1
LAMTOR5,1
PROK1,1
RP11-470L19.5,1
RP11-470L19.6,1
RP11-470L19.7,1
CYMP,1
RP11-470L19.2,1
KCNA10,1
KCNA2,1
RP11-284N8.3,1
KCNA3,1
RP11-498A13.1,1
OR11I1P,1
CD53,1
RP11-96K19.4,1
RP11-96K19.2,1
LRIF1,1
RP11-96K19.5,1
RP11-96K19.3,1
RNA5SP54,1
DRAM2,1
CEPT1,1
RP5-1180E21.4,1
RP5-1180E21.5,1
DENND2D,1
CHI3L2,1
RP11-165H20.4,1
RP11-165H20.1,1
CHIA,1
RP5-1125M8.2,1
RP5-1125M8.3,1
PIFO,1
RP5-1125M8.5,1
RP5-1125M8.6,1
RP5-1125M8.7,1
OVGP1,1
RP11-552M11.8,1
RP11-552M11.2,1
RP11-552M11.4,1
WDR77,1
ATP5F1,1
C1orf162,1
TMIGD3,1
RNU6-792P,1
ADORA3,1
RAP1A,1
RP5-836N10.1,1
RP4-773A18.2,1
RNU6-151P,1
FAM212B,1
RP4-773A18.10,1
RP4-773A18.4,1
RP4-773A18.8,1
DDX20,1
KCND3,1
RP5-1086I18.1,1
RP11-99M15.1,1
RP11-88H9.2,1
RP5-965F6.2,1
RP5-965F6.1,1
CTTNBP2NL,1
MIR4256,1
WNT2B,1
RP4-671G15.2,1
ST7L,1
CAPZA1,1
RP11-72M14.1,1
RNU7-70P,1
MOV10,1
RP11-426L16.3,1
RHOC,1
RP11-426L16.10,1
PPM1J,1
RP11-426L16.9,1
FAM19A3,1
RP11-426L16.7,1
RP11-426L16.8,1
RP3-522D1.1,1
RP3-522D1.2,1
SLC16A1,1
AKR7A2P1,1
RP11-31F15.1,1
RP11-31F15.2,1
LRIG2,1
RP11-389O22.3,1
RP11-389O22.4,1
RP11-389O22.5,1
MAGI3,1
RP11-512F24.1,1
RP11-473L1.1,1
PHTF1,1
RP4-730K3.3,1
RSBN1,1
RP5-1073O3.2,1
PTPN22,1
RP5-1073O3.5,1
BCL2L15,1
AP4B1,1
DCLRE1B,1
RP5-1073O3.7,1
HIPK1,1
OLFML3,1
RP4-590F24.1,1
RP4-590F24.2,1
SYT6,1
RP4-543J13.1,1
RP4-543J13.2,1
RP4-591B8.3,1
TRIM33,1
RP4-591B8.2,1
RP11-343L14.1,1
RP11-343L14.2,1
BCAS2,1
DENND2C,1
AMPD1,1
RN7SL432P,1
NRAS,1
CSDE1,1
RNY1P13,1
SIKE1,1
NR1H5P,1
SYCP1,1
TSHB,1
TSPAN2,1
RP4-666F24.3,1
RP4-663N10.1,1
NGF,1
RP4-663N10.2,1
RP4-663N10.3,1
RP11-710N8.1,1
RP11-710N8.2,1
RP11-710N8.3,1
RN7SL420P,1
RF00406,14
VANGL1,1
CASQ2,1
NHLH2,1
RP11-485H8.2,1
RP11-12L8.2,1
RP11-12L8.1,1
SLC22A15,1
RP11-159M11.2,1
MAB21L3,1
RP5-1185H19.2,1
RF00012,X
ATP1A1,1
ATP1A1OS,1
RNU6-817P,1
RP4-655J12.4,1
RP4-655J12.5,1
RP5-1086K13.1,1
CD58,1
RP5-1086K13.3,1
MIR548AC,1
IGSF3,1
MIR320B1,1
C1orf137,1
RP4-686J16.2,1
NEFHL,1
CD2,1
RP4-655N15.3,1
RP4-753F5.1,1
PTGFRN,1
RNA5SP55,1
CD101,1
RP11-27K13.3,1
TTF2,1
MIR942,1
TRIM45,1
RP11-229A19.3,1
VTCN1,1
RP11-39H13.1,1
RP11-188D8.1,1
MAN1A2,1
RP4-675C20.4,1
RP4-675C20.2,1
AL157902.3,1
FAM46C,1
AL365331.2,1
RF00561,X
RP11-134N8.2,1
AL390877.1,1
GDAP2,1
WDR3,1
SPAG17,1
RNA5SP56,1
RP11-94F13.1,1
RP4-630J13.1,1
TBX15,1
RP4-712E4.1,1
RP4-712E4.2,1
WARS2,1
RP4-712E4.4,1
RP4-610L12.2,1
RP4-610L12.1,1
RP11-418J17.1,1
RP11-418J17.2,1
RP11-418J17.3,1
RP5-834N19.1,1
RNU1-75P,1
HAO2,1
RP5-834N19.2,1
HSD3B2,1
RP5-871G17.5,1
RP5-871G17.3,1
RP5-871G17.6,1
RP5-871G17.4,1
RP5-920G3.2,1
HSD3B1,1
RP5-920G3.1,1
RP5-920G3.3,1
RP4-599G15.4,1
RP4-599G15.1,1
RP4-599G15.2,1
RP4-599G15.7,1
RP4-599G15.5,1
ZNF697,1
PHGDH,1
HMGCS2,1
REG4,1
RP5-1042I8.2,1
RP5-1042I8.3,1
RP5-1042I8.6,1
ADAM30,1
RP5-1042I8.7,1
NOTCH2,1
RP11-114O18.1,1
RNU6-465P,1
SEC22B,1
CH17-472G23.1,1
RF00100,17
CH17-472G23.2,1
RF00003,21
CH17-449C21.2,1
NBPF8P,1
CH17-472G23.4,1
RF00004,22
NBPF26,1
RNVU1-19,1
PPIAL4A,1
CH17-118O6.6,1
CH17-118O6.2,1
RNVU1-4,1
CH17-118O6.7,1
CH17-118O6.3,1
CH17-118O6.4,1
FCGR1B,1
RP11-439A17.10,1
RP11-439A17.9,1
HIST2H2BA,1
RP11-439A17.4,1
RP11-439A17.2,1
RP11-439A17.5,1
FAM72B,1
SRGAP2C,1
CH17-219N22.1,1
RP11-343N15.1,1
CH17-437K3.1,1
RP11-343N15.2,1
RP11-344P13.4,1
RP11-344P13.3,1
RP11-344P13.6,1
EMBP1,1
RP11-344P13.1,1
CH17-333M13.2,1
CH17-333M13.1,1
CH17-13I23.3,1
RNA5SP533,1
CH17-13I23.2,1
CH17-13I23.1,1
RP11-763B22.8,1
RP11-763B22.7,1
RP11-763B22.6,1
RP11-744H18.1,1
NBPF17P,1
PFN1P12,1
RNU1-114P,1
RNVU1-17,1
RNU1-92P,1
RNVU1-18,1
RP11-403I13.5,1
RP11-403I13.4,1
FAM91A3P,1
RP11-403I13.10,1
RP11-403I13.7,1
RNU1-143P,1
RP11-403I13.9,1
RP5-998N21.3,1
FCGR1C,1
HIST2H2BB,1
RP5-998N21.4,1
RP5-998N21.10,1
RP5-998N21.7,1
HIST2H3PS2,1
RPL22P5,1
FAM72C,1
SRGAP2D,1
IGKV1OR1-1,1
CH17-248H7.2,1
CH17-248H7.3,1
RP11-14N7.2,1
